"id","name","category","subcategory","domains","modality","disease","url","cost","licence","language","maintainer","description","best_for","notes","verified"
"buffalo-micro-credential","Buffalo Pharmacometrics Modeling micro-credential","course","short course","poppk|pkpd|stats-ml","any","any","https://pharmacy.buffalo.edu/academics/pharm-sci/micro-credential-programs/pharmacometrics-modeling-program.html","commercial","n/a","n/a","University at Buffalo School of Pharmacy and Pharmaceutical Sciences","Asynchronous online three-course series - Biometry, Intermediate PK, Population PKPD Modeling - with software training and a final modelling assessment, typically three semesters.","A working scientist who wants a credential smaller than a full MS but still credit-bearing","Paid per-credit tuition. Requires a science bachelor's and prior pharmacometrics background verified by the programme director.","2026-08-26"
"certara-academic-licence","Certara Academic Teaching License Program","course","short course","poppk|pkpd","any","any","https://www.certara.com/offerings-for-academia-phoenix/","free-academic","n/a","n/a","Certara","Grants no-cost Phoenix, RsNLME and Pirana licences to degree-granting institutions for classroom teaching, plus free webinars, tutorials, videos and software guides.","Instructors and their enrolled students who need commercial PK software for coursework at no cost","Requires institutional affiliation: licences go to institutions for teaching, not research, and need a Certification of Use signed by a Dean or legal representative.","2026-08-26"
"certara-university","Certara University","course","short course","pkpd|poppk","any","any","https://www.certarauniversity.com/store","commercial","n/a","n/a","Certara","Over 25 on-demand and live courses in PK fundamentals, Phoenix WinNonlin, NLME, IVIVC and PML coding, plus certifications in NCA and population modelling.","Practitioners who need a recognised Phoenix or NCA credential and can pay for it","Paid, most courses USD 90-575. Around 50% academic discount and 25-75% reduction for Africa and India residents.","2026-08-26"
"edx-davidson-pharmacokinetics","Introduction to Pharmacokinetics: From ADME to PK/PD","course","short course","pkpd|pharmacology","any","any","https://www.edx.org/learn/chemistry/davidson-college-introduction-to-pharmacokinetics-from-adme-to-pk-pd","freemium","n/a","n/a","Davidson College, on edX","Covers how a drug is dosed, absorbed, distributed, metabolised and eliminated, how PK properties are predicted from compound testing, and how PK and ADME are monitored in early development.","A gentle first pass at PK concepts for someone with no pharmacology background","Audit track gives video access; verified track adds readings and assessments. Price was not displayed - confirm audit availability at enrolment.","2026-08-26"
"coursera-uct-drug-discovery","Introduction to Small Molecule Drug Discovery and Development","course","short course","general|pharmacology|pkpd","any","any","https://www.coursera.org/learn/drug-discovery-development","freemium","n/a","n/a","University of Cape Town, on Coursera","Four-module course; module 3 covers in vitro ADME, DMPK, PK/PD modelling and human dose prediction, alongside disease biology, medicinal chemistry and trial phases.","Understanding where pharmacometrics sits in the wider drug development pipeline","Free audit access to the material; a paid certificate is needed for graded assignments. Coursera account required, no institutional affiliation.","2026-08-26"
"esqlabs-osp-course","Starting with the OSP Suite","course","short course","pbpk|qsp","any","any","https://learn.esqlabs.com/catalog/info/id:187,cms_featured_course:1","free-academic","n/a","n/a","esqLABS GmbH","Introductory course on Open Systems Pharmacology fundamentals: PBPK and QSP principles, PK-Sim, MoBi, the R toolbox, absorption routes, special populations and regulatory context.","Anyone starting PBPK who wants a guided path through PK-Sim/MoBi rather than raw documentation","Free registration for academics. Pricing for non-academic users is not shown. Requires an account.","2026-08-26"
"uppsala-summer-school","UPSS - Uppsala Pharmacometric Summer School","course","short course","poppk|pkpd|stats-ml","any","any","https://www.uu.se/en/department/pharmacy/research/pharmacometrics/upss","free","n/a","n/a","Uppsala University, Department of Pharmacy","Two-week residential summer school for PhD students worldwide, capped at 30 participants; each attendee submits an abstract and presents a poster.","PhD students with some NONMEM experience who want intensive hands-on training at no course fee","No course fee, but accommodation and travel are not covered; limited travel grants exist. Requires PhD student status and prior NONMEM experience.","2026-08-26"
"eufeps","EUFEPS - European Federation for Pharmaceutical Sciences","course","society","general|regulatory|pharmacology","any","any","https://www.eufeps.org/about-us.html","unknown","n/a","n/a","European Federation for Pharmaceutical Sciences","Federation of around 15,000 pharmaceutical scientists across industry, academia, government and regulators, running eight topic networks plus conference series.","European students wanting regulatory-science and pharmaceutical-sciences context","Membership fees not stated. Networks are broad pharmaceutical sciences rather than pharmacometrics-specific. Runs a European PhD Student Competition.","2026-08-26"
"isop-discussion-forum","ISoP Discussion Forum","course","society","poppk|pkpd|qsp|general","any","any","https://discuss.go-isop.org/","free","n/a","n/a","International Society of Pharmacometrics","Active pharmacometrics discussion forum run by ISoP, with categories for PopPK and PKPD, systems pharmacology, clinical pharmacometrics, and tool-specific threads on NONMEM, R and Monolix.","Asking a question a tutorial does not answer - the field's main public question-and-answer venue","Free to browse. Whether reading requires registration was not stated on the page. This is why The Modeler's Bench does not run its own forum: the community already exists here.","2026-08-27"
"paganz","PAGANZ - Population Approach Group in Australia and New Zealand","course","society","poppk|pkpd","any","any","https://www.paganz.org/","free","n/a","n/a","PAGANZ Inc","Southern-hemisphere pharmacometrics society meeting annually since 1999, pairing hands-on workshops taught by senior figures with a scientific conference.","Anyone in Australia or New Zealand; the workshops are the main draw","Membership itself is free and confers voting rights. Meeting registration fees are not stated on the site.","2026-08-26"
"redif","RedIF - Red Iberoamericana de Farmacometria","course","society","poppk|pkpd|general","any","any","https://www.redifar.org/","freemium","n/a","n/a","Red Iberoamericana de Farmacometria","Ibero-American pharmacometrics network founded 2017, running workshops, congresses and webinars in Spanish and Portuguese, plus multicentre studies and training.","Spanish- and Portuguese-speaking learners for whom English-only material is the real barrier","Membership via an external platform with member discounts on congress registration; prices not shown.","2026-08-26"
"pmxafrica-arlo","ARLO - Access to Regulatory Learning Opportunities","course","tutorial site","regulatory|general|poppk","any","any","https://arlo.pmxafrica.org/","free","n/a","n/a","Pharmacometrics Africa","Searchable index of training resources - courses, webinars, videos, workshops, guidelines and papers - contributed by EMA, FDA, WHO, USP and SAHPRA among others.","Finding free training on a specific regulatory or modelling topic without knowing who published it","Free to browse and search with no registration; anyone can submit a resource.","2026-08-26"
"nlmixr2-tutorials","nlmixr2 vignettes and worked examples","course","tutorial site","poppk|pkpd|pbpk","any","any","https://nlmixr2.org/articles/","free","GPL-3","R","nlmixr2 development team","Getting-started articles, a cheat sheet and worked example models: phenobarbital with correlations, nonlinear PK/PD (nimotuzumab), PBPK (mavoglurant) and PKPD myelosuppression.","Someone with R but no NONMEM licence who wants to fit nonlinear mixed-effects models tonight","Free and open source, no registration. Vignettes are readable without installing anything.","2026-08-26"
"pmxafrica-portal","Pharmacometrics Africa Online Learning Portal","course","tutorial site","poppk|pkpd|regulatory","any","any","https://pmxafrica.org/moodle/","free","n/a","n/a","Pharmacometrics Africa NPC","Moodle site hosting around 18 open-access quantitative clinical pharmacology courses, including a self-paced 12-lesson pharmacometrics course in English and French.","A self-learner with no institution who wants a structured course tonight","Free self-registration for the self-paced course; some courses are restricted to enrolled delegates. Site is migrating to learn.pmxafrica.org.","2026-08-26"
"pumas-tutorials","Pumas Tutorials","course","tutorial site","poppk|pkpd|stats-ml|qsp","any","any","https://tutorials.pumas.ai/","free","n/a","n/a","Pumas-AI","Seven structured learning paths: Julia fundamentals, Pumas fundamentals, model development, simulation, covariate and censored-data workflows, bioequivalence, Bayesian and TMDD.","Learning modern pharmacometric workflow end to end from worked examples, even if you never run Pumas","Free to read online with no login. The Pumas software itself is separately licensed - reading the tutorials costs nothing.","2026-08-26"
